ID_MASTER,Framework_Name,Region_Culture,Macro_Region,Intellectual_Tradition,Core_Triad,UTCP_Mapping,Regime_Type,Closure_Function,Depth,Integrity,Lineage_Cluster,Blurb,Primary_Source,Parse_Flag
352,Pueblo Kiva–Agriculture–Clan Governance Triad,Pueblo (Southwest US),Americas (North America),Traditional / Cultural,Kiva ceremonial chamber | Maize agriculture | Clan governance,I≈Kiva; R≈Agriculture; Sem≈Clan governance,Branching,"Village coherence maintained through ceremonial space, agricultural cycle, and clan organization.",19,19,Parent I,"Pueblo societies integrate ritual architecture, maize cultivation, and clan structure.",Ortiz; Dozier,
353,Ainu Kamuy–Clan–Hunting Territory Triad,Ainu (Hokkaido),Asia (Northeast Asia),Traditional / Cultural,Kamuy spirit world | Clan structure | Hunting-fishing territory,I≈Spirits; R≈Clan; Sem≈Territory,Branching,"Ecological balance maintained through spirit cosmology, clan mediation, and subsistence territory.",18,18,Parent I,Ainu society integrates animist cosmology and subsistence territory governance.,Siddle,
354,Baltic Sacred Grove–Clan–Seasonal Rite Triad,Pre-Christian Baltic,Europe (Baltic),Traditional / Cultural,Sacred grove | Clan assembly | Seasonal agricultural rites,I≈Grove; R≈Clan; Sem≈Rite,Branching,"Community coherence sustained through sacred landscape, clan gathering, and seasonal ritual cycle.",17,17,Parent I,Baltic pagan systems integrated sacred groves with clan governance and agricultural rites.,Gimbutas,
355,Guarani Land–Shaman–Migration Vision Triad,Guarani (Southern Amazon/Paraguay),Americas (Southern Cone/Amazonia),Traditional / Cultural,Sacred land | Shaman visionary | Migration quest,I≈Land; R≈Shaman; Sem≈Migration,Branching,Community direction sustained through prophetic migration visions tied to sacred territory.,18,18,Parent II,Guarani spiritual migrations linked land sanctity with prophetic leadership.,Clastres,
356,Norse Thing–Oath Ring–Law Speaker Triad,Norse (Scandinavia),Europe (Nordic),Traditional / Cultural,Thing assembly | Sacred oath ring | Law speaker,I≈Assembly; R≈Oath ring; Sem≈Law speaker,Branching,"Legal legitimacy maintained through sworn oath, communal assembly, and oral law transmission.",19,19,Parent III,Norse legal order stabilized through sacred oath-taking within public assembly structure.,Byock; Icelandic law codes,
357,Roman Sacramentum–Magistrate–Legion Discipline Triad,Roman Republic/Empire,Europe (Classical),Traditional / Cultural,Sacramentum oath | Magistrate authority | Legion discipline,I≈Oath; R≈Magistrate; Sem≈Discipline,Torsional,"Military cohesion sustained through oath binding, legal authority, and disciplined enforcement.",18,18,Parent II,Roman military-legal structure integrated sworn allegiance with magistrate command.,Polybius; Livy,
358,Anglo-Saxon Oath–Wergild–Kin Responsibility Triad,Anglo-Saxon England,Europe (British Isles),Traditional / Cultural,Sworn oath | Wergild compensation | Kin-based liability,I≈Oath; R≈Compensation; Sem≈Kin liability,Branching,"Justice stabilized through sworn testimony, compensatory law, and collective kin responsibility.",19,19,Parent III,Anglo-Saxon law integrated oath systems with kin-based restitution.,Attenborough; Anglo-Saxon law codes,
359,Islamic Bay‘ah–Caliph–Ummah Covenant Triad,Early Islamic Polity,Middle East,Traditional / Cultural,Bay‘ah oath | Caliphal authority | Ummah covenant,I≈Oath; R≈Caliph; Sem≈Community covenant,Gradient,Political legitimacy sustained through oath of allegiance and communal covenant theology.,18,18,Parent I,Islamic governance bound authority through sworn allegiance and covenantal theology.,Crone; Madelung,
360,Mongol Blood Oath–Khan–Clan Loyalty Triad,Mongol Steppe,Asia (Central Asia),Traditional / Cultural,Blood oath (anda) | Khan authority | Clan loyalty,I≈Oath; R≈Khan; Sem≈Clan loyalty,Torsional,Confederative unity sustained through sworn brotherhood and clan allegiance.,19,19,Parent II,Mongol political cohesion rooted in sworn brotherhood ties and khan authority.,Secret History of the Mongols,
361,Haida Potlatch Oath–Chief–Clan Witness Triad,Haida (Pacific Northwest),Americas (North America),Traditional / Cultural,Potlatch oath declaration | Chief authority | Clan witness validation,I≈Oath; R≈Chief; Sem≈Clan witness,Branching,Property and status legitimacy maintained through ceremonial declaration and communal witness.,18,18,Parent II,Haida legal recognition occurred through public oath and ceremonial validation.,Boas; Drucker,
362,Akan Oath–Stool Authority–Council Sanction Triad,Akan (Ghana),Africa (West Africa),Traditional / Cultural,Public oath (ntam) | Stool authority | Council sanction,I≈Oath; R≈Stool; Sem≈Sanction,Branching,"Legal order maintained through oath invocation, stool-based legitimacy, and council enforcement.",19,19,Parent II,Akan legal culture uses oath invocation bound to stool authority with enforceable sanctions.,Busia; Rattray,
363,Yoruba Oath Shrine–Elders’ Court–Reparation Triad,Yoruba (Nigeria),Africa (West Africa),Traditional / Cultural,Oath shrine (òrò/ògbóni context) | Elders’ court | Reparation payment,I≈Oath shrine; R≈Court; Sem≈Reparation,Branching,"Dispute resolution stabilized through sacred oath mechanisms, deliberation, and restitution.",18,18,Parent I,Yoruba adjudication integrates oath-based truth claims with elder deliberation and restitution outcomes.,Bascom; Peel,
364,Igbo Earth Oath–Lineage Court–Purification Rite Triad,Igbo (Nigeria),Africa (West Africa),Traditional / Cultural,Earth deity oath (Ala) | Lineage adjudication | Purification rite,I≈Oath; R≈Lineage court; Sem≈Purification,Branching,"Social repair maintained through sacred oath to Ala, lineage arbitration, and cleansing restoration.",19,18,Parent II,"Igbo dispute mechanisms bind truth to earth-oath, resolved by lineage courts with ritual repair.",Mbiti; Uchendu,
365,Somali Xeer Oath–Elders–Blood Compensation Triad,Somali (Horn of Africa),Africa (Horn of Africa),Traditional / Cultural,Xeer oath pledge | Council of elders | Diya (blood compensation),I≈Oath; R≈Elders; Sem≈Compensation,Branching,"Inter-clan order maintained through pledged norms, elder arbitration, and compensation settlement.",20,20,Parent III,Somali customary law (xeer) stabilizes clan relations through pledged norms and compensation-based settlements.,Lewis; Gundel,
366,Gadaa Oath–Assembly–Grade Sanction Triad,Oromo (Ethiopia),Africa (Horn of Africa),Traditional / Cultural,Gadaa oath | Assembly deliberation | Age-grade sanctions,I≈Oath; R≈Assembly; Sem≈Sanction,Branching,"Civic order maintained through oath-bound office, assembly decision, and grade-based enforcement.",20,20,Parent III,"Oromo gadaa governance binds office through oaths, maintained by assemblies and enforceable grade sanctions.",Asmarom Legesse,
367,Dharmashastra King–Judge–Shastra Triad,Classical Hindu Polity (India),Asia (South Asia),Traditional / Cultural,Raja (King) | Sabhya/Judge | Dharma Shastra (Legal Text),I≈King; R≈Judge; Sem≈Shastra,Gradient,Judicial order sustained through royal authority interpreted by judges under scriptural law.,20,20,Parent I,"Classical Hindu jurisprudence integrates royal authority, judicial deliberation, and dharmic textual grounding.",Manusmriti; Arthashastra; Lingat,
368,Arthashastra Spy–Minister–King Decision Triad,Mauryan Political Theory (India),Asia (South Asia),Traditional / Cultural,Intelligence network | Ministerial counsel | Royal decision,I≈Spy network; R≈Ministerial counsel; Sem≈Decision,Torsional,"State stability maintained through intelligence verification, ministerial mediation, and decisive rulership.",19,19,Parent II,"Kautilyan governance binds surveillance, counsel, and sovereign decision-making into state coherence.",Arthashastra (Kautilya),
369,Buddhist Vinaya Offense–Confession–Sangha Resolution Triad,Early Buddhist Sangha (India/South Asia),Asia (South Asia),Traditional / Cultural,Rule violation | Confession (pātimokkha) | Sangha adjudication,I≈Offense; R≈Confession; Sem≈Sangha resolution,Branching,Monastic order maintained through confession ritual and communal adjudication.,19,19,Parent III,"Early Buddhist legal structure preserved sangha integrity through rule, confession, and communal resolution.",Vinaya Pitaka,
370,Jain Anekantavada Dispute–Syadvada–Resolution Triad,Classical Jain Philosophy (India),Asia (South Asia),Traditional / Cultural,Disputed claim | Conditional predication (syādvāda) | Ethical resolution,I≈Claim; R≈Conditional logic; Sem≈Resolution,Gradient,Intellectual disputes stabilized through multi-perspectival logic leading to ethical harmonization.,18,18,Parent I,Jain juridical-philosophical method resolves conflict through perspectival conditional reasoning.,Tattvartha Sutra; Dundas,
371,Village Panchayat Complaint–Council–Consensus Triad,Rural India (Traditional Panchayat System),Asia (South Asia),Traditional / Cultural,Complaint | Council deliberation | Consensus verdict,I≈Complaint; R≈Deliberation; Sem≈Consensus,Branching,Local justice maintained through participatory council deliberation and consensus judgment.,20,20,Parent III,Traditional village panchayats resolve disputes through collective deliberation and consensus-based rulings.,Srinivas; Galanter,
372,Bulgarian Khan–Boyar Council–Sacral Oath Triad,First Bulgarian Empire,Europe (Balkans),Traditional / Cultural,Khan authority | Boyar council | Sacred oath sanction,I≈Khan; R≈Boyar council; Sem≈Oath sanction,Branching,Political legitimacy maintained through sovereign authority mediated by elite council and bound by sacral oath.,19,19,Parent II,"Early Bulgarian governance stabilized through sovereign command, elite mediation, and oath-bound legitimacy.",Golden; Fine,
373,Bulgarian Tsar–Patriarch–Synod Governance Triad,Medieval Bulgarian Orthodox State,Europe (Balkans),Traditional / Cultural,Tsar authority | Patriarch authority | Holy Synod council,I≈Tsar; R≈Patriarch; Sem≈Synod,Branching,Secular authority stabilized through ecclesiastical mediation and doctrinal synodal structure.,20,20,Parent I,Bulgarian Christian monarchy integrated royal power with patriarchal authority and synodal governance.,Obolensky; Runciman,
374,Great Moravian Prince–Clergy–Tribal Council Triad,Great Moravia (Early Slovak Region),Europe (Central Europe),Traditional / Cultural,Prince authority | Christian clergy | Tribal council,I≈Prince; R≈Clergy; Sem≈Council,Branching,State formation stabilized through royal command mediated by ecclesiastical authority and tribal deliberation.,19,19,Parent I,Early Moravian governance fused princely power with Christian clerical and tribal institutions.,Curta; Bowlus,
375,Slavic Customary Oath–Witness–Compensation Triad,Early Slavic / Slovak Folk Law,Europe (Central/Eastern Europe),Traditional / Cultural,Sworn oath | Community witness | Compensation settlement,I≈Oath; R≈Witness; Sem≈Compensation,Branching,Customary justice maintained through sworn testimony validated by communal witness and resolved through restitution.,18,18,Parent II,"Slavic folk adjudication integrated oath-bound testimony, communal validation, and compensation-based repair.",Attenborough; regional customary law studies,
376,Common Law Precedent Tree (Trial–Appeal–Precedent),Anglo-American Legal Tradition,Europe (British Isles) / North America,Common Law Jurisprudence,Trial Decision | Appellate Review | Precedential Inheritance,I≈Trial authority/facts; R≈jurisdictional coupling via appellate procedure; Sem≈precedent continuity across time,Branching,Doctrinal closure occurs when a holding becomes binding precedent; each appellate decision creates a fork in the lineage of rules that constrains downstream cases.,15,3,Parent III — Relational / Emergent-Integrative,Legal meaning persists through inherited rulings; disputes branch into durable doctrinal lineages.,General common law doctrine (precedent/stare decisis); appellate procedure texts,
377,Fiqh Madhhab Lineages (Usul–Rulings–School Descent),Islamic (Sunni) Jurisprudence,Middle East,Fiqh / Usul al‑Fiqh,Legal Method (Usul) | Rulings (Ahkam) | Madhhab Lineage,I≈recognized sources/legitimacy; R≈scholar–community coupling; Sem≈interpretive continuity within madhhab chains,Branching,Closure is achieved when a ruling is admitted as authoritative within a school; interpretive disagreements generate stable forks (madhahib/sub‑schools) that persist as lineages.,16,3,Parent III — Relational / Emergent-Integrative,Jurisprudence scales as a tree of methods and rulings with inherited authority and enduring forks.,Usul al‑Fiqh and madhhab histories (general),
378,Halakhic Responsa Tree (She’elot–Teshuvot–Precedent Families),Jewish Rabbinic Tradition,Middle East / Europe (Diaspora),Halakha / Rabbinic Legal Reasoning,Question (She’elah) | Response (Teshuvah) | Lineage of Rulings,I≈textual/legal authority; R≈community practice coupling; Sem≈trace continuity of rulings across generations,Branching,Closure occurs when a responsum becomes adopted or cited as controlling; divergence in interpretation creates branching families of rulings anchored by distinct authorities and contexts.,15,3,Parent III — Relational / Emergent-Integrative,Responsa literature forms a durable decision lineage where interpretations fork and remain indexed over centuries.,Responsa literature and halakhic methodology references (general),
